,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
,ACC       ,ADANIENT.NS  ,ADANIPORTS.NS,ADANIPOWER.NS,AMARAJABAT.NS,AMBUJACEM.NS,APOLLOHOSP.NS,APOLLOTYRE.NS,ARVIND.NS    ,ASHOKLEY.NS  ,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS  ,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BALKRISIND.NS,BANKBARODA.NS,BANKINDIA.NS ,BATAINDIA.NS ,BEL.NS       ,BERGEPAINT.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS      ,BIOCON.NS    ,BOSCHLTD.NS  ,BPCL.NS      ,BRITANNIA.NS ,BSOFT.NS    ,CADILAHC.NS ,CANBK.NS     ,CASTROLIND.NS,CENTURYTEX.NS,CESC.NS      ,CHOLAFIN.NS  ,CIPLA.NS     ,COALINDIA.NS ,COLPAL.NS    ,CONCOR.NS    ,CUMMINSIND.NS,DABUR.NS     ,DHFL.NS     ,DISHTV.NS    ,DIVISLAB.NS,DLF.NS      ,DRREDDY.NS   ,EICHERMOT.NS ,ENGINERSIN.NS,EQUITAS.NS   ,ESCORTS.NS   ,EXIDEIND.NS  ,FEDERALBNK.NS,GAIL.NS      ,GLENMARK.NS  ,GMRINFRA.NS  ,GODREJCP.NS  ,GRASIM.NS    ,HAVELLS.NS   ,HCLTECH.NS   ,HDFC.NS      ,HDFCBANK.NS  ,HEROMOTOCO.NS,HEXAWARE.NS  ,HINDALCO.NS  ,HINDPETRO.NS ,HINDUNILVR.NS,HINDZINC.NS  ,IBULHSGFIN.NS,ICICIBANK.NS ,ICICIPRULI.NS,IDBI.NS      ,IDEA.NS      ,IDFCFIRSTB.NS,IGL.NS       ,INDIGO.NS    ,INDUSINDBK.NS,INFRATEL.NS  ,INFY.NS      ,IOC.NS      ,ITC.NS      ,JINDALSTEL.NS,JSWSTEEL.NS ,JUBLFOOD.NS  ,JUSTDIAL.NS  ,KAJARIACER.NS,KOTAKBANK.NS,L&TFH.NS     ,LICHSGFIN.NS ,LT.NS       ,LUPIN.NS     ,M&M.NS       ,M&MFIN.NS    ,MANAPPURAM.NS,MARICO.NS    ,MARUTI.NS    ,MCDOWELL-N.NS,MCX.NS       ,MFSL.NS      ,MGL.NS      ,MINDTREE.NS  ,MOTHERSUMI.NS,MRF.NS       ,MUTHOOTFIN.NS,NATIONALUM.NS,NBCC.NS      ,NCC.NS      ,NESTLEIND.NS ,NIITTECH.NS  ,NMDC.NS      ,NTPC.NS      ,OFSS.NS     ,OIL.NS       ,ONGC.NS      ,PAGEIND.NS   ,PEL.NS      ,PETRONET.NS  ,PFC.NS      ,PIDILITIND.NS,PNB.NS       ,POWERGRID.NS,PVR.NS       ,RAMCOCEM.NS  ,RAYMOND.NS   ,RBLBANK.NS   ,RECLTD.NS,RELCAPITAL.NS,RELIANCE.NS  ,RELINFRA.NS  ,SAIL.NS      ,SBIN.NS      ,SHREECEM.NS  ,SIEMENS.NS   ,SRF.NS       ,SRTRANSFIN.NS,STAR.NS      ,SUNPHARMA.NS,SUNTV.NS     ,TATACHEM.NS  ,TATAELXSI.NS,TATAGLOBAL.NS,TATAMOTORS.NS,TATAMTRDVR.NS,TATAPOWER.NS ,TATASTEEL.NS ,TCS.NS       ,TECHM.NS     ,TITAN.NS     ,TORNTPHARM.NS,TORNTPOWER.NS,TVSMOTOR.NS  ,UBL.NS       ,UJJIVAN.NS   ,ULTRACEMCO.NS,UNIONBANK.NS ,UPL.NS      ,VEDL.NS      ,VOLTAS.NS   ,WIPRO.NS     ,YESBANK.NS   ,ZEEL.NS     
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-06-2021 00:00,48.25,1700.949951,833.8499756,105.75,758.5999756,332.0499878,3380.149902,230.6000061,78.59999847,128.3999939,2924.899902,959.0499878,742.0499878,4250.049805,12155.65039,5993.450195,2213.199951,81.84999847,82.40000153,,,796.3499756,750.9000244,532.7000122,,,15636.84961,,,,,,141.0500031,508.8999939,,,,,,,810.7000122,,,,4261.600098,,,,84.25,,,,87.84999847,,,,,,,,,,3048.399902,,,,2342.050049,,261.3500061,,578.25,,,59.79999924,,,1009.299988,,,,,398.6000061,,,,989.5499878,1811.199951,,,,,,,162.4499969,,,629.3499756,,,,,252.0500031,,1509.349976,72.75,48.34999847,81.25,17426.80078,,193.3000031,111.75,3514.949951,141.3500061,125.4499969,31043.69922,1928.099976,244.9499969,122.1999969,2079.399902,,169.6125488,,,,,150.6499939,16.04999924,,,,,,,,1423.199951,,673.9500122,,,3566.149902,,334.9500122,151.8999939,108.1500015,1120.699951,3143.75,1019.200012,1679.5,2811.550049,431.3999939,623.4000244,1337.099976,217.75,6664.299805,35.45000076,836.25,280.8500061,1104.449951,541.2000122,13.75,218.3000031
07-06-2021 00:00,48.52999878,1624.300049,878.5999756,126.9000015,760.5,339.0499878,3315.300049,237.3999939,78.5,128.3999939,2933.100098,959.5,751.0999756,4249.75,11828.5498,5729.75,2244.649902,82.90000153,84.59999847,,,810.6500244,750,536.4500122,,,15649.25,,,,,,153.3000031,518.75,,,,,,,812.9500122,,,,4229.950195,,,,88.19999695,,,,87.55000305,,,,,,,,,,3052.25,,,,2339.300049,,247.8000031,,582.1500244,,,60.40000153,,,1025.199951,,,,,404.75,,,,992.0499878,1814.900024,,,,,,,165.3999939,,,633.3499756,,,,,253.3500061,,1513.150024,74.19999695,49.79999924,82.30000305,17532.55078,,182.3000031,116.4000015,3557.550049,143.1000061,125.1500015,30860.80078,1960.75,249.3500061,125.75,2084.399902,,177.1875458,,,,,153.6000061,16.85000038,,,,,,,,1487.449951,,675.3499756,,,3613,,345.5,156.3500061,113.3499985,1128.699951,3183.199951,1034.400024,1685.099976,2824.800049,461.2000122,648.7999878,1346.050049,215.25,6849.649902,35.59999847,850.5,278,1096.800049,548.25,15.05000019,217.6000061
08-06-2021 00:00,48.77000046,1636.449951,874.2000122,151.75,756.1500244,340.3500061,3289.449951,236.1000061,79.05000305,129.75,2926.25,972.0999756,746.3499756,4269.899902,11733.09961,5755.399902,2253.75,81.80000305,82.09999847,,,806.9500122,757.6500244,546.7999878,,,15908.40039,,,,,,150.3500061,562.5499878,,,,,,,816.4000244,,,,4241.200195,,,,87.84999847,,,,86.19999695,,,,,,,,,,3055.949951,,,,2359,,251.8999939,,573.7000122,,,59.34999847,,,1020.150024,,,,,401.75,,,,1001.849976,1793.550049,,,,,,,166.5,,,639.9500122,,,,,252.3500061,,1491.300049,72.69999695,49.40000153,81.90000153,17482.59961,,178.1999969,116.1999969,3574.949951,141.6000061,124.8000031,30970.44922,2166.699951,248.1499939,124.75,2074.75,,175.5375366,,,,,154.6499939,17.64999962,,,,,,,,1489.099976,,678.75,,,3742.050049,,352.75,163.6000061,117.0500031,1111.099976,3200.149902,1057.75,1712.5,2834.350098,468.5,647.0999756,1379.25,215.25,6794.399902,35.65000153,853.5499878,273.0499878,1071.599976,550.5999756,14.75,220.1499939
09-06-2021 00:00,48.72999954,1594.650024,852.5999756,152.3500061,755.0499878,334.3500061,3305.899902,235.5500031,82,126.6500015,2943.550049,958.9500122,736.75,4224.5,11558.84961,5674.5,2248.75,81.84999847,80.25,,,802.5,756.2999878,540,,,15827.5,,,,,,147.1499939,552.9000244,,,,,,,825.5499878,,,,4267.450195,,,,83.69999695,,,,84.5,,,,,,,,,,3023.5,,,,2356,,262.1499939,,571.1500244,,,59.70000076,,,1003.549988,,,,,397.6499939,,,,996.4000244,1782.900024,,,,,,,162.75,,,632.5999756,,,,,247.1999969,,1469.099976,70.44999695,47.65000153,81.44999695,17557.15039,,179.3999939,118.0999985,3502.600098,141.1999969,124.0500031,30178.90039,2128.449951,228.3000031,129.3999939,2076.050049,,181.5750427,,,,,163.9499969,18.5,,,,,,,,1437.050049,,672.8499756,,,3709.5,,343.3500061,159.6999969,124.6500015,1101,3200.25,1052.25,1730.75,2798.649902,474.7000122,634.5,1376.300049,212.8500061,6724.75,35.29999924,845.5499878,269.9500122,1046,544.2000122,14.19999981,216.5500031
10-06-2021 00:00,48.70000076,1612,846.75,154.1000061,759.3499756,341.5499878,3325.699951,240.8000031,87.44999695,126.8499985,2950.600098,964,744.25,4179.899902,11993.09961,6086.399902,2269.300049,84.75,80.75,,,809.0999756,758.3499756,545.1500244,,,15786.59961,,,,,,148.1999969,573.5999756,,,,,,,839.5999756,,,,4372.549805,,,,84.5,,,,86.44999695,,,,,,,,,,3009,,,,2378.800049,,285.3999939,,581.4000244,,,60.34999847,,,1024.349976,,,,,405.4500122,,,,996.9500122,1799.550049,,,,,,,164.1999969,,,644.3499756,,,,,246.6999969,,1482.050049,71.19999695,48.79999924,86,17556.09961,,179.4499969,118.5,3544.899902,140.6000061,123.9499969,30221.25,2195.949951,232.6000061,130.75,2132.25,,181.2375488,,,,,163.3000031,19.39999962,,,,,,,,1470,,676.0499878,,,3796.800049,,344.75,161.4499969,127.5999985,1114.449951,3216.800049,1064.900024,1738.650024,2859.800049,470.8500061,637.8499756,1391.050049,224.9499969,6709.649902,35.90000153,838.7000122,271.5499878,1055.199951,554.25,14.64999962,222.1000061
11-06-2021 00:00,48.75999832,1601.599976,839.75,148.3000031,757.3499756,337.7000122,3336.550049,238.75,85.34999847,131.8500061,2956.25,1009.799988,738.4500122,4172.5,11907.5,6120,2241.899902,84.44999695,80.40000153,,,806.0999756,747.9000244,540.8499756,,,15919.25,,,,,,149.3999939,575.4500122,,,,,,,833.0999756,,,,4334.5,,,,83.90000153,,,,86.05000305,,,,,,,,,,3004.350098,,,,2366.5,,287.3500061,,579.75,,,60.04999924,,,1015.099976,,,,,421.1000061,,,,1021.849976,1794.349976,,,,,,,164.6000061,,,646.0499878,,,,,244.6499939,,1474.349976,72.15000153,54.70000076,90.44999695,17536.40039,,183.8999939,118.8000031,3689.350098,142.25,123.5500031,30127.05078,2252.800049,231.75,130.5,2116.949951,,184.7250519,,,,,161.3999939,20.35000038,,,,,,,,1475.349976,,681.2999878,,,3820.050049,,350.75,161.6000061,125.6999969,1158.349976,3273.800049,1073,1728.449951,2879.800049,464.6499939,636.5,1373.300049,222.75,6662.850098,35.95000076,835.1500244,276.25,1046.150024,554.2999878,14.39999962,220.5
14-06-2021 00:00,48.86999893,1501.449951,768.4500122,140.8999939,769.2999878,340.3500061,3350.199951,237.3999939,86.94999695,129.75,2949.899902,994.2999878,736.25,4146.5,11926.15039,6194.149902,2272.5,84.94999695,79.19999695,,,809.6500244,740.7000122,539.3499756,,,15914.59961,,,,,,149.8000031,569.6500244,,,,,,,829.9000244,,,,4388.049805,,,,83.90000153,,,,85.30000305,,,,,,,,,,2985.649902,,,,2364.600098,,298.5,,587.9000244,,,59.45000076,,,1024.300049,,,,,425.1000061,,,,1017.599976,1768.050049,,,,,,,165.3500061,,,647.75,,,,,245.25,,1503.5,71.80000305,57.34999847,91.75,17577.5,,185.8000031,118.1999969,3675.949951,143.3000031,124.8000031,30164.69922,2218.600098,232.75,129.5500031,2114.949951,,186.5250397,,,,,158.3999939,21.35000038,,,,,,,,1477,,677.0999756,,,3809.600098,,355.9500122,165.8999939,123.4000015,1164.800049,3276.350098,1069.25,1734.800049,2979.75,458.7999878,629.4000244,1368.949951,218.5500031,6678.5,37.40000153,834.5999756,273.8999939,1043.050049,561.5999756,14.10000038,218.1999969
15-06-2021 00:00,48.59000015,1538.849976,761.8499756,133.8999939,784.5499878,341.4500122,3298.300049,235.1999969,86.30000305,128.9499969,3042.199951,993.75,750.9000244,4138.100098,11798.7002,6161.149902,2274.550049,85.09999847,79.59999847,,,823.75,741.5,542.5,,,15859.59961,,,,,,147.8500061,583.3499756,,,,,,,846.5499878,,,,4313.049805,,,,84.09999847,,,,86,,,,,,,,,,3007.050049,,,,2391.949951,,308.5,,587.5999756,,,59.59999847,,,1034.449951,,,,,422.5,,,,994.8499756,1770.900024,,,,,,,168.3000031,,,652.75,,,,,245.9499969,,1516.75,71.84999847,57.65000153,89.90000153,17684.80078,,180.8999939,117.8000031,3749.350098,149,125.3499985,30046.34961,2217.050049,233.1499939,127.8499985,2137.149902,,185.7000427,,,,,156.3999939,22.39999962,,,,,,,,1450.650024,,673.2000122,,,3797.699951,,352.7000122,165,122.1500015,1174.300049,3262.75,1066.849976,1723.400024,2927.649902,462.5499878,629.5,1371.849976,217.0500031,6668.299805,37.25,841.7999878,270.9500122,1061.699951,557.9000244,14.10000038,230.3999939
