,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
16-06-2021 00:00,48.5,1448.300049,706.7000122,127.25,772.0499878,338.8999939,3294.199951,233,84.44999695,125.9000015,3018.699951,987.5999756,749.7999878,4110.450195,11856.15039,6081.600098,2244.550049,84.40000153,78.44999695,,,817.9000244,731.8499756,536.75,,,15831.25,,,,,,150.0500031,581.3499756,,,,,,,848.9000244,,,,4300.700195,,,,83.65000153,,,,84.94999695,,,,,,,,,,2975.399902,,,,2407.899902,,298.7999878,,577.7999878,,,58.54999924,,,1013.700012,,,,,407.3500061,,,,995.0999756,1760.599976,,,,,,,167.6999969,,,652.25,,,,,245.3999939,,1514.650024,69.94999695,56.09999847,86.90000153,17965.19922,,178.8000031,119.8000031,3701.25,147.4499969,126.6999969,29981.84961,2210.649902,230.4499969,129.25,2131.050049,,181.6125488,,,,,156.0500031,23.5,,,,,,,,1433.849976,,668.5499878,,,3775.449951,,349.3500061,162.3999939,125.9499969,1142.150024,3274.350098,1069.150024,1714.949951,2890.199951,467.7999878,622.3499756,1370.199951,214.75,6587.399902,37.45000076,838.2000122,264.3500061,1028.150024,555.25,14,227.5500031
17-06-2021 00:00,48.29999924,1367.699951,646.9000244,120.9000015,763.4000244,346.25,3240.600098,229.8999939,84.44999695,121.1999969,3060.300049,961.7000122,738.5999756,4053.899902,11818.5498,6050.25,2304.100098,81.90000153,77.09999847,,,820.2999878,725.0499878,528.6500244,,,15399.84961,,,,,,147.8000031,567.9500122,,,,,,,839.4000244,,,,4302.350098,,,,82.5,,,,85.34999847,,,,,,,,,,2914.100098,,,,2417.699951,,283.7000122,,589.9500122,,,57.79999924,,,984.0499878,,,,,395.5,,,,974.5,1766.050049,,,,,,,163.3999939,,,662.7000122,,,,,239.6000061,,1482.699951,68.65000153,55.40000153,84.05000305,18059.05078,,179.8000031,117.4000015,3581.75,146.1000061,125.0999985,29886.05078,2163.100098,228.3999939,127,2127.350098,,179.8875427,,,,,150.3000031,24.64999962,,,,,,,,1411.400024,,665.0499878,,,3734.350098,,345.6499939,160.8000031,123.9499969,1103.75,3317.75,1080.25,1711.400024,2953.899902,457.3999939,610.7000122,1401.949951,213,6704.850098,38.09999847,835.0499878,261.25,1030.25,558.7000122,13.75,223.75
18-06-2021 00:00,47.90000153,1487.5,694.3499756,114.9000015,748,341.2999878,3221.5,227.1999969,81.75,116.4499969,3047.199951,952.4500122,736.2999878,4167.100098,11999.34961,6087.049805,2292,80.19999695,75.25,,,825.5999756,726.8499756,538.75,,,15211.2998,,,,,,147.1999969,566.1500244,,,,,,,833.0499878,,,,4197.299805,,,,81,,,,83.84999847,,,,,,,,,,2891.350098,,,,2482.899902,,278.8999939,,580,,,57.59999847,,,995.4000244,,,,,388.3500061,,,,962.5,1760.449951,,,,,,,160.1999969,,,672.75,,,,,236.8999939,,1472.400024,67.65000153,54.29999924,83.94999695,17670.65039,,178.1999969,113.5500031,3536.399902,148.5,120.25,29698.94922,2236.5,225.8500061,124.3499985,2125.550049,,174.7500458,,,,,147.0500031,25.85000038,,,,,,,,1380,,668.5,,,3639.949951,,337.3999939,154.9499969,121.4499969,1092.300049,3297.300049,1070.699951,1711.300049,2897.699951,455.3500061,610.4000244,1366.75,210.5,6693.899902,37.79999924,808,251.6499939,1029.300049,549.7999878,13.75,221.9499969
21-06-2021 00:00,48.81000137,1540,731.0499878,120.5999985,750,344.75,3238,226.1000061,80.94999695,117.25,3068.550049,954.75,739.5499878,4182.649902,12156.40039,6116,2245.100098,82.40000153,79.05000305,,,827.75,729.5999756,539.5999756,,,15096.84961,,,,,,146.9499969,574.7999878,,,,,,,824.9000244,,,,4229.100098,,,,80.90000153,,,,85.34999847,,,,,,,,,,2894.850098,,,,2514.350098,,276.8999939,,579.2999878,,,58.45000076,,,1007.549988,,,,,381.9500122,,,,970.5499878,1772.050049,,,,,,,160.6499939,,,671.1500244,,,,,236.5,,1486.75,68.80000305,56.20000076,83.59999847,17649.15039,,184.8500061,118,3598.5,149.6499939,120.9499969,29682.84961,2321.399902,228,124.4000015,2150.899902,,176.1375427,,,,,147.6999969,27.10000038,,,,,,,,1382.900024,,671.3499756,,,3624.600098,,334.2999878,156.4499969,123.3000031,1106.150024,3273.100098,1062.900024,1742.849976,2920.399902,463.3500061,616.75,1419.550049,207.8500061,6775.5,39.79999924,772.2000122,254.3500061,1019.150024,542.1500244,13.89999962,221.6999969
22-06-2021 00:00,48.29999924,1541.599976,742.9000244,126.5999985,747.0499878,346.25,3258.199951,224.8000031,81.30000305,118.4499969,3010.800049,952.5999756,739.3499756,4221.600098,12131.65039,6016.799805,2206.850098,81.84999847,78.75,,,808.4000244,741.2000122,536.4000244,,,15128.59961,,,,,,147,592.7999878,,,,,,,833.3499756,,,,4288.75,,,,81.90000153,,,,84.59999847,,,,,,,,,,2907.050049,,,,2490.25,,275.5499878,,602.4500122,,,58.09999847,,,1000.099976,,,,,388.7000122,,,,963.7000122,1757.099976,,,,,,,162.1000061,,,673.8499756,,,,,237.75,,1506.699951,69.19999695,57.84999847,84.30000305,17436.55078,,185.3999939,118.3000031,3558.850098,151.3500061,122.0500031,29459.69922,2446.300049,230.1499939,123.6999969,2147.850098,,175.5375366,,,,,145,28.45000076,,,,,,,,1371.699951,,666.7999878,,,3689.699951,,337.8999939,159.6000061,121.4499969,1112.300049,3301.199951,1057.199951,1757,2924.949951,458.75,617.6500244,1456.5,209.1999969,6858.950195,40.15000153,802.5,252.3999939,1020.200012,556.5499878,13.80000019,218.1499939
23-06-2021 00:00,48.18999863,1504.75,718.7000122,125.9499969,750,345.1499939,3244.800049,224.1499939,80.59999847,119.0999985,2987.350098,944.4000244,732.3499756,4198.600098,12282.25,6015.600098,2195.899902,82.30000305,78.30000305,,,806.0999756,730.8499756,534.0499878,,,15064.5498,,,,,,145.75,603.25,,,,,,,825.5499878,,,,4224.600098,,,,81.59999847,,,,84.80000305,,,,,,,,,,2928.350098,,,,2480.5,,268.1499939,,605.3499756,,,57.75,,,999.5499878,,,,,385.2000122,,,,963.4000244,1736.699951,,,,,,,161.8000031,,,663.7000122,,,,,237.9499969,,1478.800049,69,57.04999924,84.44999695,17414.80078,,178.8000031,117.25,3584.25,152.6000061,123.3499985,29436.44922,2432.550049,231.1000061,123.1500015,2133.149902,,174.1875458,,,,,144.9499969,29.85000038,,,,,,,,1366.800049,,665.25,,,3660.949951,,335.25,156.3500061,120.75,1100.099976,3261.399902,1056.449951,1782.550049,2903.699951,457.5,619.5499878,1403.849976,209.0500031,6903.350098,39.20000076,804,251.25,1030.75,540.1500244,13.69999981,216.4499969
24-06-2021 00:00,47.83000183,1508.5,709.9000244,119.6999969,741.2999878,346.5,3203.25,219.8500061,80.44999695,118.1999969,3043.25,938.2000122,739.1500244,4226.899902,12333.25,6043.600098,2242.449951,80.84999847,77,,,813.2000122,735.5499878,528.75,,,14950,,,,,,144.3500061,602.1500244,,,,,,,831.8499756,,,,4250.350098,,,,80.84999847,,,,84.84999847,,,,,,,,,,2906.949951,,,,2490.149902,,264.4500122,,601.0499878,,,56.90000153,,,1000.650024,,,,,386.3999939,,,,984.6500244,1737.900024,,,,,,,160.0500031,,,675.1500244,,,,,236.1000061,,1466.150024,68.44999695,55.20000076,83.94999695,17619.75,,175.6000061,118,3597.850098,156.3500061,122,29509.94922,2398.850098,227.8000031,122.5,2156.149902,,173.3625488,,,,,141.3500061,28.39999962,,,,,,,,1363.900024,,664.7999878,,,3740.149902,,334.6499939,155.1000061,118.8499985,1113.150024,3373.600098,1080,1780.849976,2885.300049,447.4500122,614.6500244,1380.099976,209.1000061,6961.950195,38.34999847,813.4500122,250.9499969,1023.599976,549.0499878,13.60000038,214.75
25-06-2021 00:00,48.20000076,1519.449951,712.2000122,116.75,745.25,348.0499878,3439,221.25,78.94999695,123.4000015,3003.899902,950.3499756,761.3499756,4196.149902,12486.59961,6075.799805,2247.449951,83.5,77.65000153,,,806.0499878,741.4000244,535.0999756,,,15076.59961,,,,,,145.6000061,598.7000122,,,,,,,857.9500122,,,,4248.75,,,,80.84999847,,,,85.75,,,,,,,,,,2939.199951,,,,2448.649902,,271.3999939,,616.25,,,58.25,,,1012.900024,,,,,395.6000061,,,,993.9000244,1735,,,,,,,164.0500031,,,664.2000122,,,,,236.6499939,,1484.949951,73.44999695,55,83.19999695,17506.69922,,177.75,116.0500031,3633.050049,156.75,120.9000015,29455.44922,2423.149902,228.25,123.5,2134.25,,173.1375427,,,,,143.3500061,27,,,,,,,,1368.099976,,672.25,,,3768.649902,,339.6499939,155.6999969,121.0999985,1165.25,3380.800049,1089.5,1753.849976,2886.25,452,622.3499756,1381.699951,208.5500031,6923,39.45000076,805.1500244,262.2000122,1029.949951,547.5,13.64999962,218.3500061
28-06-2021 00:00,47.5,1525.75,716.25,118.1999969,750.9000244,344.3500061,3454.149902,229.0500031,79.55000305,124.75,2982.949951,967.7999878,762.4000244,4183.450195,12377.90039,6037.049805,2258.199951,87.80000305,80.5,,,804.75,738.8499756,531.2000122,,,15152.2998,,,,,,144,598.4000244,,,,,,,871.9000244,,,,4314.399902,,,,80.65000153,,,,87.34999847,,,,,,,,,,2943.649902,,,,2460.199951,,268.1499939,,619.5999756,,,56.95000076,,,1008.900024,,,,,408.3500061,,,,996.2000122,1733.050049,,,,,,,164.1000061,,,670.7999878,,,,,235.3000031,,1489.949951,80.05000305,54.40000153,86.55000305,17506.15039,,182.1000061,116.1500015,3593.949951,162.0500031,122.3499985,29588.34961,2417.050049,227.8500061,124.1500015,2155.199951,,173.8875427,,,,,142.5500031,25.64999962,,,,,,,,1372.550049,,676.2999878,,,3826.199951,,342.7999878,157.6999969,122.5500031,1184,3336.75,1105.099976,1728.050049,2936.050049,452.3999939,621.5499878,1429.75,209.3999939,6869.450195,39.34999847,809.0999756,267.75,1042.550049,547.4000244,13.64999962,219.1499939
29-06-2021 00:00,47.15999985,1523.550049,711,116.3000031,745.9000244,344.3999939,3591.149902,226.4499969,78.94999695,123.5500031,3001.5,967.2000122,751.9500122,4124.649902,12299.90039,6052.399902,2242.649902,87.09999847,78.65000153,,,804.3499756,747.5499878,524.9500122,,,15025.59961,,,,,,143.8500061,607.0999756,,,,,,,850.9500122,,,,4356.149902,,,,80.55000305,,,,86.5,,,,,,,,,,2927.5,,,,2492.550049,,264,,614.7000122,,,55.84999847,,,1018.150024,,,,,398.9500122,,,,979.9000244,1705.849976,,,,,,,162.75,,,667.5499878,,,,,236.5,,1468.75,77.15000153,52.79999924,85.59999847,17599.25,,181.5500031,117.5999985,3574.5,154.3500061,119.4000015,29640.84961,2414.399902,225.8500061,124.0500031,2161.75,,177.0000458,,,,,143,25.25,,,,,,,,1357.849976,,677.5999756,,,4002.949951,,341.5499878,157.8000031,122.8000031,1172.550049,3340.850098,1088.150024,1731.599976,2922.25,454.8500061,612.2999878,1449.25,207.8500061,6824.700195,39.20000076,805.4000244,266.5,1028.400024,542.5999756,13.55000019,216.0500031
30-06-2021 00:00,46.72000122,1507.550049,703.7000122,113.4499969,745.0499878,340.6499939,3619.850098,225,78.5,122.5999985,2992.699951,965.2000122,748.2999878,4133.850098,12109.0498,6015.850098,2239.199951,85.90000153,77.90000153,,,805.0999756,761.9000244,525.6500244,,,15025.15039,,,,,,143.1000061,615.2000122,,,,,,,899.5,,,,4408.25,,,,79.59999847,,,,87.09999847,,,,,,,,,,2902.600098,,,,2471.300049,,261.0499878,,612.7000122,,,54.20000076,,,1016.349976,,,,,397.4500122,,,,979.9500122,1705.849976,,,,,,,168.75,,,661.6500244,,,,,242.1000061,,1481.650024,78.34999847,53.95000076,86.84999847,17633,,184.1000061,116.4000015,3651.5,157.1999969,117.6999969,29522,2398.25,225.8000031,128.8000031,2153.949951,,174.3000488,,,,,148.5500031,24,,,,,,,,1342.650024,,675.4500122,,,4304.299805,,339.6000061,155.1999969,122.0999985,1166.599976,3345.75,1095.449951,1732.5,2901.600098,460.1000061,620.5,1446.300049,206.3000031,6776,38.54999924,792.8499756,262.8500061,1022.450012,545.6500244,13.55000019,214.75
01-07-2021 00:00,47.24000168,1490.25,703.0999756,107.8000031,744.8499756,340.2999878,3678.449951,227.8500061,77.90000153,122.4499969,3021.600098,968.0499878,746.4500122,4204.549805,11816.4502,5967.149902,2274.899902,86.05000305,77.65000153,,,809,765.6500244,522.6500244,,,15187.59961,,,,,,142.25,617.6500244,,,,,,,889.5999756,,,,4435.700195,,,,78.94999695,,,,86,,,,,,,,,,2922.5,,,,2478,,260.0499878,,614.3499756,,,54.20000076,,,1007.700012,,,,,394.7999878,,,,988.3499756,1716.099976,,,,,,,167.25,,,663.9500122,,,,,244.8000031,,1470.349976,77.94999695,53.04999924,87.15000153,17646.19922,,184.4499969,117.3499985,3620.300049,162.6999969,118.8499985,29623.84961,2398.899902,223.3500061,121.9499969,2169.149902,,173.1000366,,,,,145.5500031,22.79999924,,,,,,,,1355.599976,,684.1500244,,,4243.75,,344.25,155.8500061,121.3499985,1163.550049,3341.5,1085.150024,1740.300049,2924.199951,458.2999878,624.2999878,1437.449951,205.6999969,6707.25,38.70000076,791.5,262.8999939,1013,539.3499756,13.55000019,215.25
